"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84019","North Park Surgery","General Practice","Persons","0-4 yrs","","","2021","4.9721","","","","","321","6456","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84027","Orrell Park Medical Centre","General Practice","Persons","0-4 yrs","","","2021","6.0048","","","","","274","4563","","Decreasing","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84034","Park Street Surgery","General Practice","Persons","0-4 yrs","","","2021","5.2722","","","","","306","5804","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84615","Rawson Road Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.7708","","","","","128","2683","","No significant change","Middle quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84043","Seaforth Village Surgery","General Practice","Persons","0-4 yrs","","","2021","6.6988","","","","","139","2075","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84028","The Strand Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.373","","","","","399","7426","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84621","Thornton Surgery","General Practice","Persons","0-4 yrs","","","2021","5.687","","","","","161","2831","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000161","NHS South Sefton CCG","N84025","Westway Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.0591","","","","","349","8598","","Decreasing","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","","","E92000001","England","England","Persons","5-14 yrs","","","2021","11.774914451437493","11.766810582392067","11.783023156329593","11.762139456747745","11.787701467624347","7150886","60729834","<span class=""tooltipValueNote"">* Aggregated from all known lower geography values</span>","Increasing","","","20210000","","","1y"
"640","% aged 5 to 14 years","","","E38000161","NHS South Sefton CCG","General Practice","Persons","5-14 yrs","","","2021","11.244726142376603","","","","","17617","156669","","Increasing","","","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84035","15 Sefton Road","General Practice","Persons","5-14 yrs","","","2021","10.2441","","","","","428","4178","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84001","42 Kingsway","General Practice","Persons","5-14 yrs","","","2021","9.7865","","","","","926","9462","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84002","Aintree Road Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.6396","","","","","317","2508","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84020","Blundellsands Surgery","General Practice","Persons","5-14 yrs","","","2021","11.2446","","","","","1142","10156","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84015","Bootle Village Surgery","General Practice","Persons","5-14 yrs","","","2021","11.9637","","","","","739","6177","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84023","Bridge Road Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.9249","","","","","858","7195","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84038","Concept House Surgery","General Practice","Persons","5-14 yrs","","","2021","11.9352","","","","","692","5798","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84026","Crosby Village Surgery","General Practice","Persons","5-14 yrs","","","2021","12.3128","","","","","370","3005","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84627","Crossways Practice","General Practice","Persons","5-14 yrs","","","2021","9.2437","","","","","231","2499","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84011","Eastview Surgery","General Practice","Persons","5-14 yrs","","","2021","10.3949","","","","","695","6686","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84029","Ford Medical Practice","General Practice","Persons","5-14 yrs","","","2021","12.323","","","","","731","5932","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84004","Glovers Lane Surgery","General Practice","Persons","5-14 yrs","","","2021","12.5483","","","","","974","7762","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84003","High Pastures Surgery","General Practice","Persons","5-14 yrs","","","2021","9.5524","","","","","1001","10479","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84626","Hightown - Ashurst Healthcare Ltd","General Practice","Persons","5-14 yrs","","","2021","8.5945","","","","","170","1978","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84041","Kingsway Surgery","General Practice","Persons","5-14 yrs","","","2021","10.3934","","","","","531","5109","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84605","Litherland Practice","General Practice","Persons","5-14 yrs","","","2021","13.8507","","","","","514","3711","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84007","Liverpool Rd Medical Practice","General Practice","Persons","5-14 yrs","","","2021","10.1484","","","","","595","5863","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84624","Maghull Health Centre","General Practice","Persons","5-14 yrs","","","2021","7.8597","","","","","65","827","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84010","Maghull Health Centre (Dr Sapre)","General Practice","Persons","5-14 yrs","","","2021","11.2157","","","","","536","4779","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","Y00446","Maghull Surgery","General Practice","Persons","5-14 yrs","","","2021","9.8051","","","","","317","3233","","No significant change","Lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84016","Moore Street Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.0077","","","","","747","6221","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84630","Netherton Surgery","General Practice","Persons","5-14 yrs","","","2021","15.215","","","","","407","2675","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84019","North Park Surgery","General Practice","Persons","5-14 yrs","","","2021","10.5019","","","","","678","6456","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84027","Orrell Park Medical Centre","General Practice","Persons","5-14 yrs","","","2021","14.5518","","","","","664","4563","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84034","Park Street Surgery","General Practice","Persons","5-14 yrs","","","2021","11.8884","","","","","690","5804","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84615","Rawson Road Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.4797","","","","","308","2683","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84043","Seaforth Village Surgery","General Practice","Persons","5-14 yrs","","","2021","15.2289","","","","","316","2075","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84028","The Strand Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.1734","","","","","904","7426","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84621","Thornton Surgery","General Practice","Persons","5-14 yrs","","","2021","11.586","","","","","328","2831","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000161","NHS South Sefton CCG","N84025","Westway Medical Centre","General Practice","Persons","5-14 yrs","","","2021","8.6415","","","","","743","8598","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"643","% aged under 18 years","","","E92000001","England","England","Persons","<18 yrs","","","2021","20.1891692969225","20.179075465361755","20.199266899844496","20.173256288546444","20.205091680576853","12260849","60729834","<span class=""tooltipValueNote"">* Aggregated from all known lower geography values</span>","Decreasing","","","20210000","","","1y"
"643","% aged under 18 years","","","E38000161","NHS South Sefton CCG","General Practice","Persons","<18 yrs","","","2021","19.45566768154517","","","","","30481","156669","","No significant change","","","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84035","15 Sefton Road","General Practice","Persons","<18 yrs","","","2021","15.797","","","","","660","4178","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84001","42 Kingsway","General Practice","Persons","<18 yrs","","","2021","17.4804","","","","","1654","9462","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84002","Aintree Road Medical Centre","General Practice","Persons","<18 yrs","","","2021","21.0128","","","","","527","2508","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84020","Blundellsands Surgery","General Practice","Persons","<18 yrs","","","2021","18.8952","","","","","1919","10156","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84015","Bootle Village Surgery","General Practice","Persons","<18 yrs","","","2021","19.8154","","","","","1224","6177","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84023","Bridge Road Medical Centre","General Practice","Persons","<18 yrs","","","2021","20.0278","","","","","1441","7195","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84038","Concept House Surgery","General Practice","Persons","<18 yrs","","","2021","21.0417","","","","","1220","5798","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84026","Crosby Village Surgery","General Practice","Persons","<18 yrs","","","2021","20.2329","","","","","608","3005","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84627","Crossways Practice","General Practice","Persons","<18 yrs","","","2021","16.6867","","","","","417","2499","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84011","Eastview Surgery","General Practice","Persons","<18 yrs","","","2021","18.1573","","","","","1214","6686","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84029","Ford Medical Practice","General Practice","Persons","<18 yrs","","","2021","21.6116","","","","","1282","5932","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84004","Glovers Lane Surgery","General Practice","Persons","<18 yrs","","","2021","22.1979","","","","","1723","7762","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84003","High Pastures Surgery","General Practice","Persons","<18 yrs","","","2021","16.6619","","","","","1746","10479","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84626","Hightown - Ashurst Healthcare Ltd","General Practice","Persons","<18 yrs","","","2021","15.1668","","","","","300","1978","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84041","Kingsway Surgery","General Practice","Persons","<18 yrs","","","2021","19.1623","","","","","979","5109","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84605","Litherland Practice","General Practice","Persons","<18 yrs","","","2021","25.0067","","","","","928","3711","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84007","Liverpool Rd Medical Practice","General Practice","Persons","<18 yrs","","","2021","18.7447","","","","","1099","5863","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84624","Maghull Health Centre","General Practice","Persons","<18 yrs","","","2021","11.7291","","","","","97","827","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84010","Maghull Health Centre (Dr Sapre)","General Practice","Persons","<18 yrs","","","2021","20.0879","","","","","960","4779","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","Y00446","Maghull Surgery","General Practice","Persons","<18 yrs","","","2021","16.8574","","","","","545","3233","","No significant change","Lowest quintile","2nd lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84016","Moore Street Medical Centre","General Practice","Persons","<18 yrs","","","2021","20.5755","","","","","1280","6221","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84630","Netherton Surgery","General Practice","Persons","<18 yrs","","","2021","24.5981","","","","","658","2675","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84019","North Park Surgery","General Practice","Persons","<18 yrs","","","2021","18.4325","","","","","1190","6456","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84027","Orrell Park Medical Centre","General Practice","Persons","<18 yrs","","","2021","24.0412","","","","","1097","4563","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84034","Park Street Surgery","General Practice","Persons","<18 yrs","","","2021","20.6409","","","","","1198","5804","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84615","Rawson Road Medical Centre","General Practice","Persons","<18 yrs","","","2021","18.9713","","","","","509","2683","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84043","Seaforth Village Surgery","General Practice","Persons","<18 yrs","","","2021","26.2651","","","","","545","2075","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84028","The Strand Medical Centre","General Practice","Persons","<18 yrs","","","2021","20.6572","","","","","1534","7426","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84621","Thornton Surgery","General Practice","Persons","<18 yrs","","","2021","20.3108","","","","","575","2831","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"643","% aged under 18 years","E38000161","NHS South Sefton CCG","N84025","Westway Medical Centre","General Practice","Persons","<18 yrs","","","2021","15.7246","","","","","1352","8598","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"336","% aged 65+ years","","","E92000001","England","England","Persons","65+ yrs","","","2021","17.366507209619574","17.35698172166447","17.37603682603026","17.351490458351893","17.381534223871203","10546651","60729834","<span class=""tooltipValueNote"">* Aggregated from all known lower geography values</span>","Increasing","","","20210000","","","1y"
"336","% aged 65+ years","","","E38000161","NHS South Sefton CCG","General Practice","Persons","65+ yrs","","","2021","19.350350101168704","","","","","30316","156669","","Increasing","","","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84035","15 Sefton Road","General Practice","Persons","65+ yrs","","","2021","24.0546","","","","","1005","4178","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84001","42 Kingsway","General Practice","Persons","65+ yrs","","","2021","22.2363","","","","","2104","9462","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84002","Aintree Road Medical Centre","General Practice","Persons","65+ yrs","","","2021","16.3477","","","","","410","2508","","No significant change","Middle quintile","2nd lowest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84020","Blundellsands Surgery","General Practice","Persons","65+ yrs","","","2021","23.4344","","","","","2380","10156","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84015","Bootle Village Surgery","General Practice","Persons","65+ yrs","","","2021","17.3871","","","","","1074","6177","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84023","Bridge Road Medical Centre","General Practice","Persons","65+ yrs","","","2021","16.4837","","","","","1186","7195","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84038","Concept House Surgery","General Practice","Persons","65+ yrs","","","2021","15.0742","","","","","874","5798","","No significant change","2nd lowest quintile","Lowest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84026","Crosby Village Surgery","General Practice","Persons","65+ yrs","","","2021","18.6023","","","","","559","3005","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84627","Crossways Practice","General Practice","Persons","65+ yrs","","","2021","23.0892","","","","","577","2499","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84011","Eastview Surgery","General Practice","Persons","65+ yrs","","","2021","20.8645","","","","","1395","6686","","Increasing","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84029","Ford Medical Practice","General Practice","Persons","65+ yrs","","","2021","15.0371","","","","","892","5932","","No significant change","2nd lowest quintile","Lowest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84004","Glovers Lane Surgery","General Practice","Persons","65+ yrs","","","2021","15.898","","","","","1234","7762","","No significant change","Middle quintile","2nd lowest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84003","High Pastures Surgery","General Practice","Persons","65+ yrs","","","2021","27.6839","","","","","2901","10479","","Increasing","Highest quintile","Highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84626","Hightown - Ashurst Healthcare Ltd","General Practice","Persons","65+ yrs","","","2021","26.6431","","","","","527","1978","","Increasing","Highest quintile","Highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84041","Kingsway Surgery","General Practice","Persons","65+ yrs","","","2021","18.6729","","","","","954","5109","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84605","Litherland Practice","General Practice","Persons","65+ yrs","","","2021","11.8836","","","","","441","3711","","Decreasing","2nd lowest quintile","Lowest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84007","Liverpool Rd Medical Practice","General Practice","Persons","65+ yrs","","","2021","20.7914","","","","","1219","5863","","No significant change","2nd highest quintile","Middle quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84624","Maghull Health Centre","General Practice","Persons","65+ yrs","","","2021","23.821","","","","","197","827","","Increasing","Highest quintile","Highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84010","Maghull Health Centre (Dr Sapre)","General Practice","Persons","65+ yrs","","","2021","21.5945","","","","","1032","4779","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","Y00446","Maghull Surgery","General Practice","Persons","65+ yrs","","","2021","22.0229","","","","","712","3233","","No significant change","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"336","% aged 65+ years","E38000161","NHS South Sefton CCG","N84016","Moore Street Medical Centre","General Practice","Persons","65+ yrs","","","2021","16.155","","","","","1005","6221","","No significant change","Middle quintile","2nd lowest quintile","20210000","","","1y"
