"Indicator ID","Indicator Name","Parent Code","Parent Name","Area Code","AreaName","Area Type","Sex","Age","Category Type","Category","Time period","Value","Lower CI 95.0 limit","Upper CI 95.0 limit","Lower CI 99.8 limit","Upper CI 99.8 limit","Count","Denominator","Value note","Recent Trend","Compared to England value or percentiles","Compared to parent value or percentiles","Time period Sortable","New data","Compared to goal","Time period range"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81053","Earnswood Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.3536","","","","","875","16344","","Decreasing","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81025","Firdale Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.8676","","","","","563","9595","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81102","Fountains Medical Practice","General Practice","Persons","0-4 yrs","","","2021","2.9709","","","","","97","3265","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81081","Garden Lane Medical Ctr.","General Practice","Persons","0-4 yrs","","","2021","3.3822","","","","","339","10023","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81050","Great Sutton Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.1366","","","","","1038","20208","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81071","Greenmoss Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.0362","","","","","192","4757","","No significant change","Lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81068","Grosvenor Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.0256","","","","","727","14466","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81070","Handforth Health Centre","General Practice","Persons","0-4 yrs","","","2021","4.678","","","","","454","9705","","Decreasing","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81043","Haslington Surgery","General Practice","Persons","0-4 yrs","","","2021","3.9109","","","","","230","5881","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81009","Heath Lane Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.639","","","","","347","7480","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81005","Helsby Health Centre","General Practice","Persons","0-4 yrs","","","2021","4.7151","","","","","456","9671","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81040","High Street Practice Winsford","General Practice","Persons","0-4 yrs","","","2021","5.9966","","","","","383","6387","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81013","High Street Surgery","General Practice","Persons","0-4 yrs","","","2021","4.9829","","","","","379","7606","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81092","Hope Farm Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.042","","","","","636","12614","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81044","Hungerford Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.0728","","","","","509","10034","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81120","Kelsall Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.2769","","","","","228","5331","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81002","Kenmore Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.0705","","","","","524","12873","","No significant change","Lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81049","Knutsford Medical Partnership","General Practice","Persons","0-4 yrs","","","2021","4.7003","","","","","1075","22871","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81115","Lache Health Centre","General Practice","Persons","0-4 yrs","","","2021","6.4647","","","","","463","7162","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81074","Launceston Close Surgery","General Practice","Persons","0-4 yrs","","","2021","6.1703","","","","","324","5251","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81038","Laurel Bank Surgery","General Practice","Persons","0-4 yrs","","","2021","3.7992","","","","","283","7449","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81052","Lawton House Surgery","General Practice","Persons","0-4 yrs","","","2021","5.6819","","","","","657","11563","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81118","Meadowside Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.8029","","","","","385","8016","","Decreasing","Middle quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81111","Merepark Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.051","","","","","332","6573","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81113","Middlewich Road Surgery","General Practice","Persons","0-4 yrs","","","2021","4.6617","","","","","330","7079","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81022","Middlewood Partnership","General Practice","Persons","0-4 yrs","","","2021","4.0476","","","","","1353","33427","","No significant change","Lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81016","Millcroft Medical Centre","General Practice","Persons","0-4 yrs","","","2021","6.3119","","","","","1874","29690","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81010","Nantwich Health Centre","General Practice","Persons","0-4 yrs","","","2021","5.451","","","","","391","7173","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81125","Neston Medical Centre","General Practice","Persons","0-4 yrs","","","2021","3.3549","","","","","249","7422","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81060","Neston Surgery","General Practice","Persons","0-4 yrs","","","2021","3.8871","","","","","358","9210","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81080","Northgate Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.6192","","","","","370","8010","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81121","Northgate Village Surgery","General Practice","Persons","0-4 yrs","","","2021","4.1292","","","","","280","6781","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81039","Oaklands","General Practice","Persons","0-4 yrs","","","2021","4.6654","","","","","520","11146","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81067","Oakwood Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.7252","","","","","523","9135","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81117","Old Hall Surgery","General Practice","Persons","0-4 yrs","","","2021","6.125","","","","","343","5600","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81088","Park Green Surgery","General Practice","Persons","0-4 yrs","","","2021","4.1892","","","","","465","11100","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81085","Park Lane Surgery","General Practice","Persons","0-4 yrs","","","2021","4.4301","","","","","405","9142","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81046","Park Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.3561","","","","","543","10138","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81030","Princeway Surgeries","General Practice","Persons","0-4 yrs","","","2021","3.7715","","","","","661","17526","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81027","Readesmoor Medical Group Practice","General Practice","Persons","0-4 yrs","","","2021","4.4208","","","","","616","13934","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81084","Rope Green Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.655","","","","","881","18926","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81029","South Park Surgery","General Practice","Persons","0-4 yrs","","","2021","4.1179","","","","","528","12822","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81024","Swanlow Medical Centre","General Practice","Persons","0-4 yrs","","","2021","5.5132","","","","","578","10484","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81018","Tarporley Health Centre","General Practice","Persons","0-4 yrs","","","2021","3.6469","","","","","290","7952","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81008","The Cedars Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.1895","","","","","435","10383","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81079","The Elms Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.7383","","","","","458","9666","","Decreasing","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81101","The Handbridge Med.Ctr.","General Practice","Persons","0-4 yrs","","","2021","3.8626","","","","","289","7482","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81077","The Health Centre (Holmes Chapel)","General Practice","Persons","0-4 yrs","","","2021","3.9371","","","","","503","12776","","No significant change","Lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81047","The Kiltearn Medical Ctr.","General Practice","Persons","0-4 yrs","","","2021","4.2925","","","","","570","13279","","Decreasing","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81614","The Surgery","General Practice","Persons","0-4 yrs","","","2021","4.4923","","","","","215","4786","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81624","The Village Surgeries Group","General Practice","Persons","0-4 yrs","","","2021","4.5665","","","","","394","8628","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81127","The Weaver Vale Surgery","General Practice","Persons","0-4 yrs","","","2021","4.8096","","","","","389","8088","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81051","The Weaverham Surgery","General Practice","Persons","0-4 yrs","","","2021","3.5872","","","","","260","7248","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","Y04664","The Willaston Surgery","General Practice","Persons","0-4 yrs","","","2021","3.1321","","","","","138","4406","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81090","Tudor Surgery","General Practice","Persons","0-4 yrs","","","2021","4.4242","","","","","199","4498","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81100","Upton Village Surgery","General Practice","Persons","0-4 yrs","","","2021","5.8815","","","","","428","7277","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81642","Waters Edge Medical Centre","General Practice","Persons","0-4 yrs","","","2021","4.6934","","","","","222","4730","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81055","Watling Street Surgery","General Practice","Persons","0-4 yrs","","","2021","3.901","","","","","290","7434","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81626","Western Ave Medical Ctre","General Practice","Persons","0-4 yrs","","","2021","6.1118","","","","","257","4205","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81607","Westminster Surgery","General Practice","Persons","0-4 yrs","","","2021","7.0659","","","","","223","3156","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81093","Whitby Group Practice Surgery (Red)","General Practice","Persons","0-4 yrs","","","2021","4.945","","","","","809","16360","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81123","Willow Wood Surgery","General Practice","Persons","0-4 yrs","","","2021","6.5755","","","","","428","6509","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81086","Wilmslow Health Centre","General Practice","Persons","0-4 yrs","","","2021","5.4412","","","","","740","13600","","Decreasing","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81061","Witton Street Surgery","General Practice","Persons","0-4 yrs","","","2021","5.3207","","","","","443","8326","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"639","% aged 0 to 4 years","E38000233","NHS Cheshire CCG","N81063","York Road Group Practice","General Practice","Persons","0-4 yrs","","","2021","5.9025","","","","","688","11656","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","","","E92000001","England","England","Persons","5-14 yrs","","","2021","11.774914451437493","11.766810582392067","11.783023156329593","11.762139456747745","11.787701467624347","7150886","60729834","<span class=""tooltipValueNote"">* Aggregated from all known lower geography values</span>","Increasing","","","20210000","","","1y"
"640","% aged 5 to 14 years","","","E38000233","NHS Cheshire CCG","General Practice","Persons","5-14 yrs","","","2021","11.207790886899918","","","","","88156","786560","","Increasing","","","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81033","Alderley Edge Medical Centre","General Practice","Persons","5-14 yrs","","","2021","10.1981","","","","","865","8482","","No significant change","2nd lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81032","Ashfields P/Care Centre","General Practice","Persons","5-14 yrs","","","2021","10.7736","","","","","2841","26370","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81001","Audlem Medical Practice","General Practice","Persons","5-14 yrs","","","2021","9.1019","","","","","451","4955","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81034","Boughton Medical Group","General Practice","Persons","5-14 yrs","","","2021","11.0344","","","","","1407","12751","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81632","Broken Cross Surgery","General Practice","Persons","5-14 yrs","","","2021","13.0995","","","","","732","5588","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81006","Bunbury Medical Practice","General Practice","Persons","5-14 yrs","","","2021","10.2853","","","","","548","5328","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81069","Chelford Surgery","General Practice","Persons","5-14 yrs","","","2021","8.413","","","","","361","4291","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81082","City Walls Medical Centre","General Practice","Persons","5-14 yrs","","","2021","10.2236","","","","","1614","15787","","No significant change","2nd lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81062","Cumberland House Surgery","General Practice","Persons","5-14 yrs","","","2021","10.7247","","","","","1653","15413","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81087","Danebridge Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.5193","","","","","2869","24906","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81031","Drs Adey and Dancy","General Practice","Persons","5-14 yrs","","","2021","10.3601","","","","","610","5888","","No significant change","2nd lowest quintile","2nd lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81053","Earnswood Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.396","","","","","2026","16344","","Increasing","2nd highest quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81025","Firdale Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.913","","","","","1239","9595","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81102","Fountains Medical Practice","General Practice","Persons","5-14 yrs","","","2021","4.6248","","","","","151","3265","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81081","Garden Lane Medical Ctr.","General Practice","Persons","5-14 yrs","","","2021","7.4828","","","","","750","10023","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81050","Great Sutton Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.4212","","","","","2308","20208","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81071","Greenmoss Medical Centre","General Practice","Persons","5-14 yrs","","","2021","8.9342","","","","","425","4757","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81068","Grosvenor Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.731","","","","","1697","14466","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81070","Handforth Health Centre","General Practice","Persons","5-14 yrs","","","2021","11.7259","","","","","1138","9705","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81043","Haslington Surgery","General Practice","Persons","5-14 yrs","","","2021","8.74","","","","","514","5881","","No significant change","Lowest quintile","Lowest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81009","Heath Lane Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.4599","","","","","932","7480","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81005","Helsby Health Centre","General Practice","Persons","5-14 yrs","","","2021","11.1571","","","","","1079","9671","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81040","High Street Practice Winsford","General Practice","Persons","5-14 yrs","","","2021","13.0265","","","","","832","6387","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81013","High Street Surgery","General Practice","Persons","5-14 yrs","","","2021","11.7144","","","","","891","7606","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81092","Hope Farm Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.1384","","","","","1405","12614","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81044","Hungerford Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.3016","","","","","1134","10034","","No significant change","Middle quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81120","Kelsall Medical Centre","General Practice","Persons","5-14 yrs","","","2021","12.7181","","","","","678","5331","","No significant change","2nd highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81002","Kenmore Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.0774","","","","","1426","12873","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81049","Knutsford Medical Partnership","General Practice","Persons","5-14 yrs","","","2021","11.9977","","","","","2744","22871","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81115","Lache Health Centre","General Practice","Persons","5-14 yrs","","","2021","14.3815","","","","","1030","7162","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81074","Launceston Close Surgery","General Practice","Persons","5-14 yrs","","","2021","14.3782","","","","","755","5251","","No significant change","Highest quintile","Highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81038","Laurel Bank Surgery","General Practice","Persons","5-14 yrs","","","2021","11.1156","","","","","828","7449","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81052","Lawton House Surgery","General Practice","Persons","5-14 yrs","","","2021","11.1822","","","","","1293","11563","","No significant change","2nd lowest quintile","Middle quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81118","Meadowside Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.739","","","","","941","8016","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81111","Merepark Medical Centre","General Practice","Persons","5-14 yrs","","","2021","11.8972","","","","","782","6573","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81113","Middlewich Road Surgery","General Practice","Persons","5-14 yrs","","","2021","11.6118","","","","","822","7079","","No significant change","Middle quintile","2nd highest quintile","20210000","","","1y"
"640","% aged 5 to 14 years","E38000233","NHS Cheshire CCG","N81022","Middlewood Partnership","General Practice","Persons","5-14 yrs","","","2021","10.2193","","","","","3416","33427","","No significant change","2nd lowest quintile","Lowest quintile","20210000","","","1y"
